,X,Y,ID,SER,PERMIT,CR,DR,LOCATION,DATE,CD,TG,GD,MODEL,THEME,CITY,LAT,LON,TOOLTIP
0,-118.47779999993436,34.26449999984795,1001,WV111,,SE,EB,CHATSWORTH FS GAYNOR,1992-12-18T00:00:00.000Z,12,501.0,F3,A,AD SHELTERS,LOS ANGELES,34.2645,-118.4778,Type: AD SHELTERS\nLocation:  CHATSWORTH FS GAYNOR\nCouncil District:  12\nDate:  12/18/1992\nSerial: WV111\nPermit:  
1,-118.52149999995531,34.26479999986436,1002,WV180,,SE,EB,CHATSWORTH FS ZELZAH-island,1990-03-16T00:00:00.000Z,12,501.0,A3,A,AD SHELTERS,LOS ANGELES,34.2648,-118.5215,Type: AD SHELTERS\nLocation:  CHATSWORTH FS ZELZAH-island\nCouncil District:  12\nDate:  3/16/1990\nSerial: WV180\nPermit:  
2,-118.51469999984207,34.26479999986436,1003,WV041,,SW,EB,CHATSWORTH NS ENCINO,1982-11-17T00:00:00.000Z,12,501.0,B3,A,AD SHELTERS,LOS ANGELES,34.2648,-118.5147,Type: AD SHELTERS\nLocation:  CHATSWORTH NS ENCINO\nCouncil District:  12\nDate:  11/17/1982\nSerial: WV041\nPermit:  
3,-118.51790000010672,34.26479999986436,1004,WV058,,NE,WB,CHATSWORTH NS WHITE OAK,1983-03-18T00:00:00.000Z,12,501.0,A3,A,AD SHELTERS,LOS ANGELES,34.2648,-118.5179,Type: AD SHELTERS\nLocation:  CHATSWORTH NS WHITE OAK\nCouncil District:  12\nDate:  3/18/1983\nSerial: WV058\nPermit:  
4,-118.56050000003674,34.233399999976555,1005,WV355,,NE,NB,CORBIN FS NORDHOFF,2001-04-26T00:00:00.000Z,12,500.0,F7,D2MG,AD SHELTERS,LOS ANGELES,34.2334,-118.5605,Type: AD SHELTERS\nLocation:  CORBIN FS NORDHOFF\nCouncil District:  12\nDate:  4/26/2001\nSerial: WV355\nPermit:  
5,-118.56050000003674,34.23120000004454,1006,WV357,,SE,NB,CORBIN NS NORDHOFF,2001-04-26T00:00:00.000Z,12,500.0,F7,D2MG,AD SHELTERS,LOS ANGELES,34.2312,-118.5605,Type: AD SHELTERS\nLocation:  CORBIN NS NORDHOFF\nCouncil District:  12\nDate:  4/26/2001\nSerial: WV357\nPermit:  
6,-118.56180000014423,34.233399999976555,1007,WV356,,NW,SB,CORBIN NS NORDHOFF PLACE,2001-04-26T00:00:00.000Z,12,500.0,F7,D2MG,AD SHELTERS,LOS ANGELES,34.2334,-118.5618,Type: AD SHELTERS\nLocation:  CORBIN NS NORDHOFF PLACE\nCouncil District:  12\nDate:  4/26/2001\nSerial: WV356\nPermit:  
7,-118.5613000001029,34.23880000017193,1008,WV151,,SW,SB,CORBIN FS PRAIRIE,1988-11-10T00:00:00.000Z,12,500.0,F6,A,AD SHELTERS,LOS ANGELES,34.2388,-118.5613,Type: AD SHELTERS\nLocation:  CORBIN FS PRAIRIE\nCouncil District:  12\nDate:  11/10/1988\nSerial: WV151\nPermit:  
8,-118.58770000004056,34.24899999992085,1009,WV011,,SW,SB,DE SOTO FS LASSEN,1984-05-17T00:00:00.000Z,12,500.0,C5,A,AD SHELTERS,LOS ANGELES,34.249,-118.5877,Type: AD SHELTERS\nLocation:  DE SOTO FS LASSEN\nCouncil District:  12\nDate:  5/17/1984\nSerial: WV011\nPermit:  
9,-118.58760000003227,34.24259999991517,1010,WV013,,NE,NB,DE SOTO FS PLUMMER,1982-11-22T00:00:00.000Z,12,500.0,C6,B,AD SHELTERS,LOS ANGELES,34.2426,-118.5876,Type: AD SHELTERS\nLocation:  DE SOTO FS PLUMMER\nCouncil District:  12\nDate:  11/22/1982\nSerial: WV013\nPermit:  
10,-118.58709999999088,34.21970000009243,1011,WV059,,NE,NB,DE SOTO FS ROSCOE,1983-12-08T00:00:00.000Z,12,530.0,C2,B,AD SHELTERS,LOS ANGELES,34.2197,-118.5871,Type: AD SHELTERS\nLocation:  DE SOTO FS ROSCOE\nCouncil District:  12\nDate:  12/8/1983\nSerial: WV059\nPermit:  
11,-118.50150000009786,34.25739999994691,1012,WV158,,SE,EB,DEVONSHIRE FS BALBOA,1988-11-10T00:00:00.000Z,12,501.0,D4,A,AD SHELTERS,LOS ANGELES,34.2574,-118.5015,Type: AD SHELTERS\nLocation:  DEVONSHIRE FS BALBOA\nCouncil District:  12\nDate:  11/10/1988\nSerial: WV158\nPermit:  
12,-118.55259999983251,34.257200000154874,1013,WV139,,SE,EB,DEVONSHIRE FS TAMPA,1990-03-16T00:00:00.000Z,12,500.0,G4,A,AD SHELTERS,LOS ANGELES,34.2572,-118.5526,Type: AD SHELTERS\nLocation:  DEVONSHIRE FS TAMPA\nCouncil District:  12\nDate:  3/16/1990\nSerial: WV139\nPermit:  
13,-118.54400000001957,34.257200000154874,1014,WV140,,SW,EB,DEVONSHIRE NS WILBUR,2001-01-24T00:00:00.000Z,12,500.0,H4,D1MG,AD SHELTERS,LOS ANGELES,34.2572,-118.544,Type: AD SHELTERS\nLocation:  DEVONSHIRE NS WILBUR\nCouncil District:  12\nDate:  1/24/2001\nSerial: WV140\nPermit:  
14,-118.52109999992224,34.257200000154874,1015,WV037,,SE,EB,DEVONSHIRE FS ZELZAH,1982-11-18T00:00:00.000Z,12,501.0,A4,B,AD SHELTERS,LOS ANGELES,34.2572,-118.5211,Type: AD SHELTERS\nLocation:  DEVONSHIRE FS ZELZAH\nCouncil District:  12\nDate:  11/18/1982\nSerial: WV037\nPermit:  
15,-118.5211999999305,34.257200000154874,1016,WV036,,NE,WB,DEVONSHIRE NS ZELZAH-island,1982-11-18T00:00:00.000Z,12,501.0,A4,A,AD SHELTERS,LOS ANGELES,34.2572,-118.5212,Type: AD SHELTERS\nLocation:  DEVONSHIRE NS ZELZAH-island\nCouncil District:  12\nDate:  11/18/1982\nSerial: WV036\nPermit:  
16,-118.58790000005706,34.2498999999774,1017,WV043,,NW,WB,LASSEN FS DE SOTO,1982-11-22T00:00:00.000Z,12,500.0,C5,B,AD SHELTERS,LOS ANGELES,34.2499,-118.5879,Type: AD SHELTERS\nLocation:  LASSEN FS DE SOTO\nCouncil District:  12\nDate:  11/22/1982\nSerial: WV043\nPermit:  
17,-118.42279999987714,34.26479999986436,1018,EV424,,NW,WB,VAN NUYS FS TELFAIR,2001-10-19T00:00:00.000Z,7,502.0,C3,D2CB,AD SHELTERS,LOS ANGELES,34.2648,-118.4228,Type: AD SHELTERS\nLocation:  VAN NUYS FS TELFAIR\nCouncil District:  7\nDate:  10/19/2001\nSerial: EV424\nPermit:  
18,-118.42389999996809,34.26459999984858,1019,EV490,,SW,EB,VAN NUYS NS TELFAIR,2002-01-23T00:00:00.000Z,7,502.0,C3,D2CB,AD SHELTERS,LOS ANGELES,34.2646,-118.4239,Type: AD SHELTERS\nLocation:  VAN NUYS NS TELFAIR\nCouncil District:  7\nDate:  1/23/2002\nSerial: EV490\nPermit:  
19,-118.29090000019724,34.06389999981964,1020,CD1009,,SE,EB,6TH FS VERMONT,1999-10-21T00:00:00.000Z,10,634.0,A2,A,AD SHELTERS,LOS ANGELES,34.0639,-118.2909,Type: AD SHELTERS\nLocation:  6TH FS VERMONT\nCouncil District:  10\nDate:  10/21/1999\nSerial: CD1009\nPermit:  
20,-118.2862999998168,34.06389999981964,1021,CD281,,SW,EB,6TH NS VIRGIL,1990-11-29T00:00:00.000Z,10,634.0,B2,A,AD SHELTERS,LOS ANGELES,34.0639,-118.2863,Type: AD SHELTERS\nLocation:  6TH NS VIRGIL\nCouncil District:  10\nDate:  11/29/1990\nSerial: CD281\nPermit:  
21,-118.30130000015906,34.057900000056584,1022,CD1069,,SW,EB,8TH NS IROLO,2000-04-26T00:00:00.000Z,10,633.0,J3,A,AD SHELTERS,LOS ANGELES,34.0579,-118.3013,Type: AD SHELTERS\nLocation:  8TH NS IROLO\nCouncil District:  10\nDate:  4/26/2000\nSerial: CD1069\nPermit:  
